English Word,Grammatical Type,Pidgin Translation,Script,True Transcription,Skyhawk Orthography,set,pack
orgy,noun,Rgyq,RBq,roith,roiθ,,
orientation (physical),noun,silv,sIv,silv,silv,,
orientation (sexual or social),noun,ven,ven,vehn,ven,,
"origin, source",compound noun,nupwj,nupwj,n'poohch,nᵘpüč,,
originality,noun,seyk,sFk,sayk,sāk,,
ornithopod,noun,Xirj,XVj,zheerch,žērč,,
"oscillation, wave",noun,Hcz,Hcz,khhuoz,ħøz,,
osprey,noun,moyp,mZp,miip,mīp,,
ostrich,noun,lum,",lum",luhm,lum,animal,
other,noun suffix,mul,mU,mul,mul,noun suffix,grammar
otter,noun,zgyn,zBn,zoin,zoin,,
outdoors,noun,hiQ,hiQ,hihdth,hið,,
output,noun,nyf,nyf,neef,nēf,,
ovary,noun,RelJ,REJ,relj,relj,,
oven,noun,ngyj,nBj,noich,noič,,
over the top of,compound preposition,Yixy,Yixy,yih-shee,yi-šē,,
overalls,noun,vulq,vUq,vulth,vulθ,,
"overcome, overwhelm",verb,helx,hEx,helsh,helš,,
overlapping,preposition,hy,hy,hee,hē,preposition,grammar
override,verb,lwm,",lwm",loohm,lüm,,
"overwhelmed-ness, excess",noun,lgrp,",lbp",loarp,lōrp,emotion,
overwrite,verb,Royv,RZv,riiv,rīv,,
owl,noun,jcj,jcj,chuoch,čøč,,
owned-by,preposition,mwj,mwj,moohch,müč,preposition,grammar
owner,compound noun,numwsr,numwsr,n'mooh-sur,nᵘmü-sur,,
owning,preposition,mw,mw,mooh,mü,preposition,grammar
oxygen,noun,nuj,nuj,nuhch,nuč,science,
"pack, store",verb,fol,fO,fall,fol,,
pad (raised surface),noun,lawJ,",lCJ",lauwj,lowj,,
page (of document),noun,Yej,Yej,yehch,yeč,,
pain,noun,pglQ,pGQ,pohldth,pōlð,,
paint,noun,nwX,nwX,noohzh,nüž,,
paintbrush,noun,pgrx,pbx,poarsh,pōrš,,
painting,noun,jir,jV,cheer,čēr,,
pajamas,noun,Yun,Yun,yuhn,yun,,
palm (of hand or foot),noun,Ngys,NBs,ngois,ŋois,,
Pan,noun,kupan,kupan,k'pan,kᵘpan,,
pan,proper noun,Qerj,QPj,dthairch,ðārč,,
pancreas,noun,pgrp,pbp,poarp,pōrp,,
panda,noun,lif,",lif",lihf,lif,animal,
pangolin,noun,jaz,jaz,chaz,čaz,,
panther,noun,Reyn,RFn,rayn,rān,,
panties,noun,qir,qV,theer,θēr,,
pants,noun,firs,fVs,feers,fērs,,
pantyhose,noun,hyn,hyn,heen,hēn,,
paper,noun,JuJ,JuJ,juhj,juj,,
"parable, paradigm",noun,meq,meq,mehth,meθ,,
parabola,noun,lrH,",lrH",lurkhh,lurħ,,
parade,noun,Norq,NSq,ngarth,ŋarθ,,
parallel-ness,noun,lgw,",lg",lohw,lō,,
parallelogram,noun,qaH,qaH,thakhh,θaħ,,
paralysis,noun,julf,jUf,chulf,čulf,,
paranoia,noun,fcD,fcD,fuodz,føẓ,,
parasite,compound noun,nuXgws,nuXgs,n'zhohws,nᵘžōs,,
parasite-upon,verb,Xgws,Xgs,zhohws,žōs,,
parent,noun,kop,kop,kop,kop,,
park,noun,jaT,jaT,chats,čaṣ,,
parrot,noun,Yrj,Yrj,yurch,yurč,,
parsimony,noun,Ygwz,Ygz,yohwz,yōz,,
participate-in,verb,QeT,QeT,dthehts,ðeṣ,,
"particle, quantum",noun,vgyj,vBj,voich,voič,,
"partition, section",noun,hoj,hoj,hoch,hoč,,
partner,noun,RcJ,RcJ,ruoj,røj,,
party,noun,zul,zU,zul,zul,,
pass,verb,Hawj,HCj,khhauwch,ħowč,,
passion,noun,kgr,kb,koar,kōr,,
past,verb prefix,pu,pu,puh,pu,verb prefix,grammar
past-again,verb prefix,puN,puN,puhng,puŋ,verb prefix,grammar
past-beginning,verb prefix,puz,puz,puhz,puz,verb prefix,grammar
past-ceasing,verb prefix,puk,puk,puhk,puk,verb prefix,grammar
past-continuously,verb prefix,pux,pux,puhsh,puš,verb prefix,grammar
pastel,noun,Xgln,XGn,zhohln,žōln,,
past-repeatedly,verb prefix,puT,puT,puhts,puṣ,verb prefix,grammar
pastry,noun,Qols,QOs,dthalls,ðols,,
patch,noun,nil,nI,nil,nil,,
patio,noun,xwj,xwj,shoohch,šüč,,
patrol,verb,huk,huk,huhk,huk,,
pause,verb,Yyx,Yyx,yeesh,yēš,,
pavement,noun,nilQ,nIQ,nildth,nilð,,
pawpad,noun,jiH,jiH,chihkhh,čiħ,,
pay-for,verb,niq,niq,nihth,niθ,,
peace,noun,zoy,zZ,zii,zī,,
peach (color),compound noun,Hix su saw,Hix su sC,khhihsh s'sauw,ħiš sᵘsow,,
peach (fruit),noun,Xelx,XEx,zhelsh,želš,,
peacock (animal),noun,vulf,vUf,vulf,vulf,,
"peak, tip",noun,zeyn,zFn,zayn,zān,,
peanut,noun,Dgrf,Dbf,dzoarf,ẓōrf,food,
peanut-butter,noun,poyf,pZf,piif,pīf,,
pear,noun,veln,vEn,veln,veln,,
pearl,noun,holX,hOX,hallzh,holž,,
pebble,noun,xgyD,xBD,shoidz,šoiẓ,,
"pedal, row",verb,fwn,fwn,foohn,fün,,
pedestal,noun,Nerm,NPm,ngairm,ŋārm,,
"peel, skin",verb,nwx,nwx,noohsh,nüš,,
peephole,noun,sgwD,sgD,sohwdz,sōẓ,,
pelican,noun,mcs,mcs,muos,møs,,
pelt,noun,QoyD,QZD,dthiidz,ðīẓ,,
pelvis,noun,Julf,JUf,julf,julf,,
pen,noun,Qcj,Qcj,dthuoch,ðøč,,
penalty,noun,TorT,TST,tsarts,ṣarṣ,,
pencil,noun,mglj,mGj,mohlch,mōlč,,
"penetrate, pierce, stab",verb,qyN,qyN,theeng,θēŋ,,
penguin,noun,pilQ,pIQ,pildth,pilð,,
peninsula,noun,lcX,",lcX",luozh,løž,world,
penis,noun,hcD,hcD,huodz,høẓ,,
pentagon,noun,Waws,WCs,wauws,wows,,
pepper,noun,lawp,",lCp",lauwp,lowp,food,
percentage,noun,leyT,",lFT",layts,lāṣ,,
perfection,compound noun,nuJy,nuJy,n'jee,nᵘjē,,
performance,noun,feQ,feQ,fehdth,feð,,
period,noun,xerq,xPq,shairth,šārθ,,
permanence,noun,Joy,JZ,jii,jī,,
permission,noun,Wcp,Wcp,wuop,wøp,,
person (sentient being),noun,fr,fr,fur,fur,,
personality,noun,Wak,Wak,wak,wak,,
pest,noun,nolj,nOj,nallch,nolč,,
pet,noun,meyf,mFf,mayf,māf,,
phantom,noun,swQ,swQ,soohdth,süð,,
phenomenon,noun,DrX,DrX,dzurzh,ẓurž,,
pheromone,noun,hglp,hGp,hohlp,hōlp,,
philosophy,noun,Yuq,Yuq,yuhth,yuθ,,
phlegm,noun,helk,hEk,helk,helk,,
phoenix,noun,xcD,xcD,shuodz,šøẓ,,
phoneme,noun,huls,hUs,huls,huls,,
phrase,compound noun,nuxu,nuxu,n'shuh,nᵘšu,,
"phrase (+containing, if implied)",prepositional prefix,xu,xu,shuh,šu,prep prefix,grammar
phrase+member-of (contraction),prepositional contraction,xuj,xuj,shuhch,šuč,preposition,grammar
physics,noun,xawD,xCD,shauwdz,šowẓ,,
pie,noun,Hij,Hij,khhihch,ħič,,
"piece, portion",noun,mglm,mGm,mohlm,mōlm,,
piercing,noun,qyT,qyT,theets,θēṣ,,
piety,noun,hgrx,hbx,hoarsh,hōrš,,
pig,noun,Tcn,Tcn,tsuon,ṣøn,,
pigeon,noun,qck,qck,thuok,θøk,,
pile,noun,milD,mID,mildz,milẓ,,
"pile, stack",verb,pgr,pb,poar,pōr,,
pillow,noun,hoyJ,hZJ,hiij,hīj,,
"pilot, steer",verb,jrJ,jrJ,churj,čurj,,
"pimple, zit",noun,nij,nij,nihch,nič,,
pine,noun,Rgyj,RBj,roich,roič,,
pineapple,noun,Woyz,WZz,wiiz,wīz,,
pink,compound noun,qum su saw,qum su sC,thuhm s'sauw,θum sᵘsow,,
pipe,noun,QgwX,QgX,dthohwzh,ðōž,,
"piston, thrust",verb,qcX,qcX,thuozh,θøž,,
pit,noun,pelT,pET,pelts,pelṣ,,
pity,verb,leyz,",lFz",layz,lāz,,
pizza,noun,qgwp,qgp,thohwp,θōp,,
"place, put, set",verb,naj,naj,nach,nač,,
placenta,noun,Nir,NV,ngeer,ŋēr,,
"plains, savannah",noun,hgwz,hgz,hohwz,hōz,,
plan,compound noun,nuqex,nuqex,n'thehsh,nᵘθeš,,
plane (geometric),noun,jyz,jyz,cheez,čēz,,
planet,noun,nolp,nOp,nallp,nolp,,
plankton,noun,RolD,ROD,ralldz,rolẓ,,
plant,verb,Jgw,Jg,johw,jō,,
plant,noun,kawk,kCk,kauwk,kowk,,
plaque (dental),noun,syk,syk,seek,sēk,,
plaque (ornament),noun,Drf,Drf,dzurf,ẓurf,,
plasma,noun,valH,vAH,valkhh,valħ,,
"plastic, synthetics",noun,Tilz,TIz,tsilz,ṣilz,,
platypus,noun,Ruk,Ruk,ruhk,ruk,,
"play-act, pretend, role-play",verb,qrn,qrn,thurn,θurn,,
"please, satisfy",verb,vgr,vb,voar,vōr,,
"pleasure-sexually, titillate",verb,mrJ,mrJ,murj,murj,,
plesiosaur,noun,hrx,hrx,hursh,hurš,,
pliers,noun,Roln,ROn,ralln,roln,,
pluck,verb,vek,vek,vehk,vek,,
plum (fruit),noun,Tcz,Tcz,tsuoz,ṣøz,,
plural,noun prefix,vu,vu,vuh,vu,noun prefix,grammar
"plushie, stuffed animal",noun,lorx,",lSx",larsh,larš,bedroom,home
pocket,noun,Xol,XO,zhall,žol,,
poem,noun,Welz,WEz,welz,welz,,
point,noun,hulj,hUj,hulch,hulč,,
"poison, toxicity",noun,quX,quX,thuhzh,θuž,,
"pole, post",noun,Xgwq,Xgq,zhohwth,žōθ,,
police officer,noun,YilD,YID,yildz,yilẓ,,
"policy, procedure",noun,WirT,WVT,weerts,wērṣ,,
polish (to make shine),verb,mak,mak,mak,mak,,
polish (to make shine),noun,YawX,YCX,yauwzh,yowž,,
politics,noun,hwz,hwz,hoohz,hüz,,
pollen,noun,YelT,YET,yelts,yelṣ,,
polygon,noun,Xulq,XUq,zhulth,žulθ,,
polyhedron,noun,zeyv,zFv,zayv,zāv,,
pond,noun,mulN,mUN,mulng,mulŋ,,
ponytail,noun,lgr,",lb",loar,lōr,body,
pool,noun,xglm,xGm,shohlm,šōlm,,
poor,unary suffix,Hy,Hy,khhee,ħē,unary suffix,grammar
Pope,noun,pgwp,pgp,pohwp,pōp,,
population,noun,lorD,",lSD",lardz,larẓ,,
porcupine,noun,zeln,zEn,zeln,zeln,,
pornography,compound noun,joyJ su mgrs,jZJ su mbs,chiij s'moars,čīj sᵘmōrs,,
porpoise,noun,Qulx,QUx,dthulsh,ðulš,,
pose,verb,lis,",lis",lihs,lis,,
possessions,noun,Dir,DV,dzeer,ẓēr,bedroom,home
possibility,compound noun,nunr,nunr,n'nur,nᵘnur,,
possum,noun,lawQ,",lCQ",lauwdth,lowð,animal,
posterior-area,compound noun,per su pum,pP su pum,pair s'puhm,pār sᵘpum,,
postpone,verb,norH,nSH,narkhh,narħ,,
pot,noun,kgln,kGn,kohln,kōln,,
potato,noun,Xoys,XZs,zhiis,žīs,,
pouch,noun,Terf,TPf,tsairf,ṣārf,,
powder (substance),noun,Jem,Jem,jehm,jem,,
power (physics),noun,kiX,kiX,kihzh,kiž,,
power (social),noun,qorf,qSf,tharf,θarf,,
practice,verb,Deys,DFs,dzays,ẓās,,
prairie dog,noun,JeT,JeT,jehts,jeṣ,,
praise,verb,vgwm,vgm,vohwm,vōm,,
pray,verb,haj,haj,hach,hač,,
preach,verb,xyk,xyk,sheek,šēk,,
"precedent, prefix",compound noun,nuTyksr,nuTyksr,n'tseek-sur,nᵘṣēk-sur,,
predator,compound noun,nufosr,nufosr,n'fo-sur,nᵘfo-sur,,
"predicament, situation",noun,lym,",lym",leem,lēm,,
prefer,verb,Tolm,TOm,tsallm,ṣolm,,
preference,compound noun,nuTolm,nuTOm,n'tsallm,nᵘṣolm,,
prepared,verb suffix,Raw,RC,rauw,row,verb suffix,grammar
prescribe,verb,DolT,DOT,dzallts,ẓolṣ,,
pre-semen,noun,TyN,TyN,tseeng,ṣēŋ,,
present,verb prefix,qu,qu,thuh,θu,verb prefix,grammar
present-again,verb prefix,quN,quN,thuhng,θuŋ,verb prefix,grammar
present-beginning,verb prefix,quz,quz,thuhz,θuz,verb prefix,grammar
present-ceasing,verb prefix,quk,quk,thuhk,θuk,verb prefix,grammar
present-continuously,verb prefix,qux,qux,thuhsh,θuš,verb prefix,grammar
present-repeatedly,verb prefix,quT,quT,thuhts,θuṣ,verb prefix,grammar
"preserve, save",verb,Nim,Nim,ngihm,ŋim,,
pressure,compound noun,nuxrs,nuxrs,n'shurs,nᵘšurs,science,
pretzel,noun,vaws,vCs,vauws,vows,,
prey,compound noun,nufosrJw,nufosrJw,n'fo-sur-jooh,nᵘfo-surjü,,
pride,noun,Dav,Dav,dzav,ẓav,emotion,
primate,noun,hup,hup,huhp,hup,,
"print, write",verb,prk,prk,purk,purk,,
printer,noun,Wels,WEs,wels,wels,,
"privilege, right",noun,RoN,RoN,rong,roŋ,,
prize,noun,Hgy,HB,khhoi,ħoi,,
probe,noun,Helz,HEz,khhelz,ħelz,,
procrastinate,verb,QerQ,QPQ,dthairdth,ðārð,,
"product-of, result-of",noun,ser,sP,sair,sār,,
"profanity, vulgarity",noun,nilv,nIv,nilv,nilv,,
professor,noun,virq,vVq,veerth,vērθ,,
program,verb,Werk,WPk,wairk,wārk,,
progress,verb,seln,sEn,seln,seln,,
project,verb,filv,fIv,filv,filv,,
project,noun,po,po,po,po,,
projector,compound noun,nufilvsr,nufIvsr,n'filv-sur,nᵘfilv-sur,,
promise,verb,Tcj,Tcj,tsuoch,ṣøč,,
pronking,noun,liln,",lIn",liln,liln,,
proper,noun prefix,ku,ku,kuh,ku,noun prefix,grammar
prosperity,noun,forH,fSH,farkhh,farħ,,
prostate,noun,Jerv,JPv,jairv,jārv,,
"protection, refuge, shelter",noun,RirT,RVT,reerts,rērṣ,buildings,
protégée,noun,Wc,Wc,wuo,wø,,
protein,noun,qelp,qEp,thelp,θelp,,
protest,verb,Haw,HC,khhauw,ħow,,
protist,noun,ziD,ziD,zihdz,ziẓ,,
prove,verb,puQ,puQ,puhdth,puð,,
proximity,compound noun,nuRi,nuRi,n'rih,nᵘri,,
prudence,noun,mork,mSk,mark,mark,,
pterosaur,noun,Hoyx,HZx,khhiish,ħīš,,
publication,noun,vyN,vyN,veeng,vēŋ,,
"pull, yank",verb,nelx,nEx,nelsh,nelš,,
pulp,noun,Rork,RSk,rark,rark,,
"pulse, throb",noun,zrx,zrx,zursh,zurš,,
punch,verb,Yirk,YVk,yeerk,yērk,,
punish,verb,pglp,pGp,pohlp,pōlp,,
punishment,compound noun,nupglp,nupGp,n'pohlp,nᵘpōlp,,
pupil (in eye),noun,jawx,jCx,chauwsh,čowš,,
"pupil, student",compound noun,nungrXsr,nunbXsr,n'noarzh-sur,nᵘnōrž-sur,,
puppet,compound noun,lorx su nulaw,",lSx su nulC",larsh s'n'lauw,larš sᵘnᵘlow,,
purity,noun,zawn,zCn,zauwn,zown,,
purr (contentment expression),noun,pr,pr,pur,pur,,
pus,noun,nelz,nEz,nelz,nelz,,
"push, shove",verb,krH,krH,kurkhh,kurħ,,
"pyramid, tetrahedron",noun,DelD,DED,dzeldz,ẓelẓ,,
quadrangle,noun,TgyD,TBD,tsoidz,ṣoiẓ,,
quadruped,compound noun,Qif kwx,Qif kwx,dthihf koohsh,ðif küš,,
quail,noun,Drm,Drm,dzurm,ẓurm,animal,
qualify-for,verb,zgrq,zbq,zoarth,zōrθ,,
quality,noun,DirT,DVT,dzeerts,ẓērṣ,,
quartz,noun,JorD,JSD,jardz,jarẓ,,
quest,noun,HrT,HrT,khhurts,ħurṣ,,
question,compound noun,nukr,nukr,n'kur,nᵘkur,,
quill,noun,Hyq,Hyq,khheeth,ħēθ,,
"quit, turn-off",verb,huz,huz,huhz,huz,,
rabbit,noun,Xes,Xes,zhehs,žes,,
raccoon,noun,luk,",luk",luhk,luk,animal,
race-against,verb,qyj,qyj,theech,θēč,,
radiate,verb,hilv,hIv,hilv,hilv,,
radiation,noun,zulp,zUp,zulp,zulp,,
radio waves,noun,vin,vin,vihn,vin,,
"radio, receiver, tuner",noun,xawf,xCf,shauwf,šowf,,
radioactivity,noun,Xgyz,XBz,zhoiz,žoiz,,
radix,numerical term,Qy,Qy,dthee,ðē,number,grammar
radix-exponent,numerical term,Qr,Qr,dthur,ður,number,grammar
radix-point,numerical term,Yr,Yr,yur,yur,number,grammar
rag,noun,Dorp,DSp,dzarp,ẓarp,kitchen,
railing,noun,morp,mSp,marp,marp,,
rain,noun,sawz,sCz,sauwz,sowz,,
rainforest,noun,Dax,Dax,dzash,ẓaš,world,
randomness,noun,xelz,xEz,shelz,šelz,,
range (arithmetic),noun,fulp,fUp,fulp,fulp,,
"range, stove (cooking)",noun,,,ngang,ŋaŋ,,
rape,compound noun,Yif su DawjXr,Yif su DCjXr,yihf s'dzauwch-zhur,yif sᵘẓowč-žur,,
rat,noun,nirj,nVj,neerch,nērč,,
rationalize,verb,HrD,HrD,khhurdz,ħurẓ,,
rattle,compound noun,nuTiTsr,nuTiTsr,n'tsihts-sur,nᵘṣiṣ-sur,,
"rattle, shake",verb,TiT,TiT,tsihts,ṣiṣ,,
rave,noun,qilJ,qIJ,thilj,θilj,,
raven,noun,Xolp,XOp,zhallp,žolp,,
ray,noun,leyn,",lFn",layn,lān,,
razor,noun,pyv,pyv,peev,pēv,,
reactivity,noun,DelT,DET,dzelts,ẓelṣ,,
"react-to, respond-to",verb,lip,",lip",lihp,lip,,
read,verb,QerT,QPT,dthairts,ðārṣ,,
realism,noun,heyD,hFD,haydz,hāẓ,,
realize,verb,Xulk,XUk,zhulk,žulk,,
"realm, world",noun,Hgwz,Hgz,khhohwz,ħōz,,
rebel-against,verb,zir,zV,zeer,zēr,,
receive,verb,Qyj,Qyj,dtheech,ðēč,,
reciprocal,noun,mgy,mB,moi,moi,,
"recommend, suggest",verb,vcx,vcx,vuosh,vøš,,
record,verb,JeyD,JFD,jaydz,jāẓ,,
record,noun,Wawk,WCk,wauwk,wowk,,
recording media,noun,Jep,Jep,jehp,jep,,
recording-device,compound noun,nuJeyDsr,nuJFDsr,n'jaydz-sur,nᵘjāẓ-sur,,
recruit,verb,nulx,nUx,nulsh,nulš,,
rectangle,noun,qglJ,qGJ,thohlj,θōlj,,
rectum,noun,kgwx,kgx,kohwsh,kōš,,
recycle,verb,Dam,Dam,dzam,ẓam,kitchen,home
red,noun,Hix,Hix,khhihsh,ħiš,,
redundancy,noun,hgyk,hBk,hoik,hoik,,
reef,noun,julN,jUN,chulng,čulŋ,,
refrigerator,noun,Des,Des,dzehs,ẓes,kitchen,
region between,compound noun,nulwYijzy,nulwYijzy,n'looh-yihch-zee,nᵘlü-yič-zē,,
regress,verb,sak,sak,sak,sak,,
regret,verb,li,",li",lih,li,emotion,
reindeer,noun,Ygyv,YBv,yoiv,yoiv,,
reject,verb,hix,hix,hihsh,hiš,,
relationship (logical),noun,zyz,zyz,zeez,zēz,,
relationship (romantic),noun,Yolj,YOj,yallch,yolč,,
relative,noun,Jawn,JCn,jauwn,jown,,
relativity,noun,zglX,zGX,zohlzh,zōlž,,
relaxation,noun,kers,kPs,kairs,kārs,,
release,verb,pgwQ,pgQ,pohwdth,pōð,,
"relent, surrender",verb,Jglj,JGj,johlch,jōlč,,
relevance,noun,Yoyq,YZq,yiith,yīθ,,
religion,noun,pgyf,pBf,poif,poif,,
remain,verb,poy,pZ,pii,pī,,
remember,verb,Yulx,YUx,yulsh,yulš,,
remind,verb,Jawk,JCk,jauwk,jowk,,
"remove, subtract",verb,mij,mij,mihch,mič,,
"rend, rip, tear",verb,sulk,sUk,sulk,sulk,,
repeat (present tense),compound verb,quNly,quNly,thuhng-lee,θuŋ-lē,,
repetition,noun,TuN,TuN,tsuhng,ṣuŋ,,
"replace, substitute",verb,ngrj,nbj,noarch,nōrč,,
report,noun,half,hAf,half,half,,
report-on,verb,zawJ,zCJ,zauwj,zowj,,
"represent, stand-for",verb,jglz,jGz,chohlz,čōlz,,
reptile,noun,siJ,siJ,sihj,sij,,
rescue,verb,Toyn,TZn,tsiin,ṣīn,,
research,verb,neyT,nFT,nayts,nāṣ,,
resemble,verb,Jer,JP,jair,jār,,
resent,verb,nilH,nIH,nilkhh,nilħ,,
resentment,compound noun,nunilH,nunIH,n'nilkhh,nᵘnilħ,,
resolution,noun,kirf,kVf,keerf,kērf,,
resource,noun,qelf,qEf,thelf,θelf,,
respect,verb,JyJ,JyJ,jeej,jēj,,
restlessness,noun,vrD,vrD,vurdz,vurẓ,,
resulting,noun suffix,zy,zy,zee,zē,noun suffix,grammar
retaliate,verb,meyH,mFH,maykhh,māħ,,
"retreat, withdraw",verb,helj,hEj,helch,helč,,
return,verb,Hum,Hum,khhuhm,ħum,,
revenge,noun,HgyD,HBD,khhoidz,ħoiẓ,,
"revere, worship",verb,silm,sIm,silm,silm,,
"reverse, undo",verb,nos,nos,nos,nos,,
revolution,compound noun,nunrm Rw,nunrm Rw,n'nurm rooh,nᵘnurm rü,,
reward,verb,holv,hOv,hallv,holv,,
rhea,noun,qiD,qiD,thihdz,θiẓ,,
rhinoceros,noun,kerf,kPf,kairf,kārf,,
rhyme,noun,NyN,NyN,ngeeng,ŋēŋ,,
rib,noun,morf,mSf,marf,marf,,
ribbon,noun,qgrD,qbD,thoardz,θōrẓ,,
rice,noun,vuX,vuX,vuhzh,vuž,,
riddle,noun,lof,",lof",lof,lof,,
ride,verb,hoX,hoX,hozh,hož,,
rifle,noun,Him,Him,khhihm,ħim,,
right,preposition,Wuj,Wuj,wuhch,wuč,preposition,grammar
right-hand direction,compound noun,nuWuj,nuWuj,n'wuhch,nᵘwuč,,
ringing-sound,noun,saN,saN,sang,saŋ,,
river,noun,Qglf,QGf,dthohlf,ðōlf,,
roach,noun,zulf,zUf,zulf,zulf,,
"road, street",noun,viz,viz,vihz,viz,,
roadrunner,noun,DaD,DaD,dzadz,ẓaẓ,animal,
"roam, travel, wander",verb,fex,fex,fehsh,feš,,
robe,noun,kawq,kCq,kauwth,kowθ,,
robin,noun,jcq,jcq,chuoth,čøθ,,
robot,noun,qelX,qEX,thelzh,θelž,,
"rock, stone",noun,Yeyz,YFz,yayz,yāz,,
rocket,noun,XaT,XaT,zhats,žaṣ,,
"rod, staff",noun,jep,jep,chehp,čep,,
rodent,noun,nrf,nrf,nurf,nurf,,
rolling,noun,qil,qI,thil,θil,,
romping,noun,hglD,hGD,hohldz,hōlẓ,,
room,noun,Weyn,WFn,wayn,wān,,
root,noun,jaQ,jaQ,chadth,čað,,
rope,noun,suln,sUn,suln,suln,,
rose (flower),noun,xel,xE,shel,šel,,
rosette (broken),noun,ncX,ncX,nuozh,nøž,,
rosette (whole),noun,jor,jS,char,čar,,
"rotate, spin, turn, twist",verb,Ygyx,YBx,yoish,yoiš,,
roughness (texture),noun,solT,sOT,sallts,solṣ,,
row,noun,vwJ,vwJ,voohj,vüj,,
"rub, stroke",verb,qek,qek,thehk,θek,,
rubber,noun,noyQ,nZQ,niidth,nīð,,
rubber-sound (bouncy),noun,JgyN,JBN,joing,joiŋ,,
rubbing-sound,noun,frn,frn,furn,furn,,
ruins,noun,nglx,nGx,nohlsh,nōlš,,
rumbling-sound,noun,RuT,RuT,ruhts,ruṣ,,
running,noun,ney,nF,nay,nā,,
rust (metal),noun,hoyN,hZN,hiing,hīŋ,,
rustling-sound,noun,joq,joq,choth,čoθ,,
sabotage,verb,fulf,fUf,fulf,fulf,,
saccharin,noun,YeJ,YeJ,yehj,yej,,
sadism,compound noun,ferp su pcv,fPp su pcv,fairp s'puov,fārp sᵘpøv,,
safety,noun,Rwm,Rwm,roohm,rüm,social,
salad,noun,nej,nej,nehch,neč,,
salamander,noun,RoT,RoT,rots,roṣ,,
"saliva, spit",noun,hiT,hiT,hihts,hiṣ,,
salt (table),noun,Rrn,Rrn,rurn,rurn,,
saltiness,noun,nalx,nAx,nalsh,nalš,,
salts (chemical),noun,nwN,nwN,noohng,nüŋ,,
salute,verb,hgyz,hBz,hoiz,hoiz,,
sample,noun,nglz,nGz,nohlz,nōlz,,
sand,noun,nglk,nGk,nohlk,nōlk,,
sandwich,noun,nrn,nrn,nurn,nurn,,
sap,noun,xoN,xoN,shong,šoŋ,,
Satan,proper noun,kuseyT,kusFT,k'sayts,kᵘsāṣ,,
satellite,compound noun,nunrmsr,nunrmsr,n'nurm-sur,nᵘnurm-sur,,
satisfaction,noun,vgrJ,vbJ,voarj,vōrj,,
Saturday,noun,TwJ,TwJ,tsoohj,ṣüj,,
Saturn,proper noun,kuNap,kuNap,k'ngap,kᵘŋap,,
"sauce, syrup",noun,qrJ,qrJ,thurj,θurj,,
sauna,noun,qulN,qUN,thulng,θulŋ,,
sauropod,noun,Xgyp,XBp,zhoip,žoip,,
saw,noun,jgrj,jbj,choarch,čōrč,,
say-words,verb,jr,jr,chur,čur,,
scab,noun,QorJ,QSJ,dtharj,ðarj,,
scale (rough plate or surface),noun,niD,niD,nihdz,niẓ,,
scalpel,noun,Dolk,DOk,dzallk,ẓolk,,
scan,verb,peln,pEn,peln,peln,,
scanner,compound noun,nupeln,nupEn,n'peln,nᵘpeln,,
scar,noun,vglD,vGD,vohldz,vōlẓ,,
scarab,noun,XuN,XuN,zhuhng,žuŋ,,
scarf,noun,fglQ,fGQ,fohldth,fōlð,,
scavenge,verb,fin,fin,fihn,fin,,
schedule,verb,fulD,fUD,fuldz,fulẓ,,
schedule,compound noun,nufulD,nufUD,n'fuldz,nᵘfulẓ,,
school,noun,swf,swf,soohf,süf,,
science,noun,neyX,nFX,nayzh,nāž,,
scissors,noun,fan,fan,fan,fan,,
scooter,noun,Teq,Teq,tsehth,ṣeθ,,
"scream, shout",verb,RalX,RAX,ralzh,ralž,,
screeching-sound,noun,Ryj,Ryj,reech,rēč,,
screw,noun,qoyD,qZD,thiidz,θīẓ,,
screwdriver,noun,Dej,Dej,dzehch,ẓeč,tool,
scrotum,noun,jirj,jVj,cheerch,čērč,,
scruffiness,noun,Ya,Ya,ya,ya,,
sea anemone,noun,Ders,DPs,dzairs,ẓārs,animal,
sea lion,noun,perm,pPm,pairm,pārm,,
seal,verb,nrX,nrX,nurzh,nurž,,
seal (animal),noun,Yex,Yex,yehsh,yeš,,
seal (covering),noun,YeT,YeT,yehts,yeṣ,,
search-for,verb,QgrN,QbN,dthoarng,ðōrŋ,,
season,noun,Qgl,QG,dthohl,ðōl,,
seaweed,noun,zwD,zwD,zoohdz,züẓ,,
second,noun,ngrm,nbm,noarm,nōrm,,
secret,noun,xas,xas,shas,šas,,
security,noun,XyT,XyT,zheets,žēṣ,,
seduce,verb,Taf,Taf,tsaf,ṣaf,,
see,verb,xr,xr,shur,šur,,
seed,noun,nelX,nEX,nelzh,nelž,,
segment,noun,vip,vip,vihp,vip,,
"segregate, separate",verb,lolk,",lOk",lallk,lolk,,
self,pronoun,Wyx,Wyx,weesh,wēš,pronoun,grammar
self-control,noun,Nrf,Nrf,ngurf,ŋurf,,
selfishness,noun,Ygwj,Ygj,yohwch,yōč,,
sell,verb,lgwm,",lgm",lohwm,lōm,,
semen,noun,siln,sIn,siln,siln,,
sensibility,noun,nyj,nyj,neech,nēč,,
sensor,noun,qerq,qPq,thairth,θārθ,,
sentence (grammar),noun,laq,",laq",lath,laθ,,
sentience,noun,zyN,zyN,zeeng,zēŋ,,
separate,preposition,hyj,hyj,heech,hēč,preposition,grammar
separator,numerical term,hu,hu,huh,hu,number,grammar
